player_id,player_name,season_id
786,Gerald Wilkins,1996-97
49,Gheorghe Muresan,1996-97
779,Glen Rice,1996-97
299,Glenn Robinson,1996-97
255,Grant Hill,1996-97
3,Grant Long,1996-97
246,Greg Anderson,1996-97
21,Greg Anthony,1996-97
1068,Greg Dreiling,1996-97
323,Greg Foster,1996-97
37,Greg Graham,1996-97
65,Greg Minor,1996-97
731,Greg Ostertag,1996-97
165,Hakeem Olajuwon,1996-97
265,Harvey Grant,1996-97
906,Haywoode Workman,1996-97
1080,Henry James,1996-97
1006,Herb Williams,1996-97
765,Hersey Hawkins,1996-97
270,Horace Grant,1996-97
1024,Horacio Llamas,1996-97
73,Hot Rod Williams,1996-97
458,Howard Eisley,1996-97
93,Hubert Davis,1996-97
1134,Ike Austin,1996-97
375,Isaiah Rider,1996-97
1096,Ivano Newbill,1996-97
917,Jack Haley,1996-97
147,Jalen Rose,1996-97
469,Jamal Mashburn,1996-97
381,James Robinson,1996-97
1109,James Scott,1996-97
994,Jamie Feick,1996-97
320,Jamie Watson,1996-97
1114,Jaren Jackson,1996-97
679,Jason Caffey,1996-97
467,Jason Kidd,1996-97
987,Jason Sasser,1996-97
420,Jayson Williams,1996-97
81,Jeff Grayer,1996-97
204,Jeff Hornacek,1996-97
976,Jeff McInnis,1996-97
979,Jermaine O'Neal,1996-97
706,Jerome Allen,1996-97
760,Jerome Kersey,1996-97
966,Jerome Williams,1996-97
711,Jerry Stackhouse,1996-97
754,Jim Jackson,1996-97
29,Jim McIlvaine,1996-97
1131,Jimmy Carruth,1996-97
728,Jimmy King,1996-97
1429,Jimmy Oliver,1996-97
1432,Joe Courtney,1996-97
247,Joe Dumars,1996-97
170,Joe Kleine,1996-97
693,Joe Smith,1996-97
1086,Joe Stephens,1996-97
341,Joe Wolf,1996-97
180,John Crotty,1996-97
1381,John Long,1996-97
317,John Starks,1996-97
304,John Stockton,1996-97
961,John Wallace,1996-97
271,Johnny Newman,1996-97
468,Jon Barry,1996-97
146,Jud Buechler,1996-97
436,Juwan Howard,1996-97
252,Karl Malone,1996-97
173,Keith Askins,1996-97
700,Keith Tower,1996-97
80,Ken Norman,1996-97
383,Kendall Gill,1996-97
72,Kenny Anderson,1996-97
181,Kenny Smith,1996-97
954,Kerry Kittles,1996-97
404,Kevin Duckworth,1996-97
236,Kevin Edwards,1996-97
333,Kevin Gamble,1996-97
708,Kevin Garnett,1996-97
134,Kevin Johnson,1996-97
1089,Kevin Salvadori,1996-97
788,Kevin Willis,1996-97
234,Khalid Reeves,1996-97
977,Kobe Bryant,1996-97
703,Kurt Thomas,1996-97
111,LaPhonso Ellis,1996-97
78,LaSalle Thompson,1996-97
441,Lamond Murray,1996-97
913,Larry Johnson,1996-97
1474,Larry Krystkowiak,1996-97
1125,Larry Stewart,1996-97
84,Latrell Sprewell,1996-97
734,Lawrence Moten,1996-97
195,Lee Mayberry,1996-97
283,Lindsey Hunter,1996-97
1036,Litterial Green,1996-97
1380,Lloyd Daniels,1996-97
684,Loren Meyer,1996-97
953,Lorenzen Wright,1996-97
31,Lorenzo Williams,1996-97
691,Lou Roe,1996-97
919,Loy Vaught,1996-97
26,Luc Longley,1996-97
446,Lucious Harris,1996-97
51,Mahmoud Abdul-Rauf,1996-97
990,Malik Rose,1996-97
907,Malik Sealy,1996-97
992,Marcus Brown,1996-97
948,Marcus Camby,1996-97
53,Mario Elie,1996-97
1361,Mark Bradtke,1996-97
95,Mark Bryant,1996-97
707,Mark Davis,1996-97
971,Mark Hendrickson,1996-97
349,Mark Jackson,1996-97
899,Mark Price,1996-97
1110,Mark Strickland,1996-97
770,Mark West,1996-97
729,Martin Lewis,1996-97
982,Martin Muursepp,1996-97
55,Marty Conlon,1996-97
672,Matt Bullard,1996-97
900,Matt Fish,1996-97
761,Matt Geiger,1996-97
1074,Matt Maloney,1996-97
1099,Matt Steigenga,1996-97
511,Melvin Booker,1996-97
262,Michael Cage,1996-97
688,Michael Curry,1996-97
714,Michael Finley,1996-97
1138,Michael Hawkins,1996-97
893,Michael Jordan,1996-97
63,Michael Smith,1996-97
1479,Mike Brown,1996-97
782,Mitch Richmond,1996-97
348,Mitchell Butler,1996-97
42,Monty Williams,1996-97
983,Moochie Norris,1996-97
302,Mookie Blaylock,1996-97
177,Muggsy Bogues,1996-97
1041,Nate Driggers,1996-97
203,Nate McMillan,1996-97
98,Nick Anderson,1996-97
89,Nick Van Exel,1996-97
178,Olden Polynice,1996-97
932,Oliver Miller,1996-97
970,Othella Harrington,1996-97
901,Otis Thorpe,1996-97
136,P.J. Brown,1996-97
121,Patrick Ewing,1996-97
442,Pervis Ellison,1996-97
432,Pete Chilcutt,1996-97
71,Pooh Richardson,1996-97
461,Popeye Jones,1996-97
968,Priest Lauderdale,1996-97
912,Rafael Addison,1996-97
719,Randolph Childress,1996-97
753,Randy Brown,1996-97
988,Randy Livingston,1996-97
739,Rasheed Wallace,1996-97
951,Ray Allen,1996-97
1077,Ray Owes,1996-97
1002,Reggie Geary,1996-97
674,Reggie Jordan,1996-97
397,Reggie Miller,1996-97
1073,Reggie Slater,1996-97
199,Reggie Williams,1996-97
364,Rex Chapman,1996-97
777,Rex Walters,1996-97
316,Richard Manning,1996-97
296,Rick Fox,1996-97
328,Rick Mahorn,1996-97
894,Ricky Pierce,1996-97
22,Rik Smits,1996-97
109,Robert Horry,1996-97
123,Robert Pack,1996-97
305,Robert Parish,1996-97
438,Robert Werdann,1996-97
393,Rod Strickland,1996-97
915,Rodney Rogers,1996-97
166,Ron Harper,1996-97
938,Rony Seikaly,1996-97
964,Roy Rogers,1996-97
1129,Ruben Nembhard,1996-97
716,Rumeal Robinson,1996-97
208,Sam Cassell,1996-97
694,Sam Mack,1996-97
417,Sam Mitchell,1996-97
64,Sam Perkins,1996-97
955,Samaki Walker,1996-97
36,Sarunas Marciulionis,1996-97
390,Sasha Danilovic,1996-97
418,Scott Brooks,1996-97
197,Scott Burrell,1996-97
281,Scott Williams,1996-97
937,Scottie Pippen,1996-97
251,Sean Elliott,1996-97
399,Sean Rooks,1996-97
9,Sedale Threatt,1996-97
1000,Shandon Anderson,1996-97
1049,Shane Heal,1996-97
406,Shaquille O'Neal,1996-97
949,Shareef Abdur-Rahim,1996-97
412,Sharone Wright,1996-97
762,Shawn Bradley,1996-97
431,Shawn Kemp,1996-97
704,Shawn Respert,1996-97
1035,Shawnelle Scott,1996-97
428,Sherman Douglas,1996-97
278,Stacey Augmon,1996-97
351,Stacey King,1996-97
914,Stanley Roberts,1996-97
1128,Stephen Howard,1996-97
950,Stephon Marbury,1996-97
984,Steve Hamer,1996-97
70,Steve Kerr,1996-97
959,Steve Nash,1996-97
88,Steve Scheffler,1996-97
120,Steven Smith,1996-97
1478,Stevin Smith,1996-97
1037,Stojko Vrankovic,1996-97
210,Terrell Brandon,1996-97
187,Terry Cummings,1996-97
143,Terry Dehere,1996-97
371,Terry Mills,1996-97
345,Terry Porter,1996-97
689,Theo Ratliff,1996-97
896,Tim Hardaway,1996-97
1118,Tim Kempton,1996-97
100,Tim Legler,1996-97
103,Todd Day,1996-97
957,Todd Fuller,1996-97
1472,Tom Chambers,1996-97
339,Tom Gugliotta,1996-97
67,Tom Hammonds,1996-97
389,Toni Kukoc,1996-97
960,Tony Delk,1996-97
434,Tony Dumas,1996-97
763,Tony Massenburg,1996-97
380,Tony Smith,1996-97
929,Tracy Moore,1996-97
145,Tracy Murray,1996-97
696,Travis Best,1996-97
969,Travis Knight,1996-97
895,Tyrone Corbin,1996-97
238,Tyrone Hill,1996-97
721,Tyus Edney,1996-97
137,Vernon Maxwell,1996-97
452,Vin Baker,1996-97
355,Vincent Askew,1996-97
219,Vinny Del Negro,1996-97
958,Vitaly Potapenko,1996-97
124,Vlade Divac,1996-97
702,Voshon Lenard,1996-97
1005,Walt Williams,1996-97
962,Walter McCarty,1996-97
47,Wayman Tisdale,1996-97
445,Wesley Person,1996-97
781,Will Perdue,1996-97
335,Willie Anderson,1996-97
416,Willie Burton,1996-97
1365,Xavier McDaniel,1996-97
212,Yinka Dare,1996-97
440,Zan Tabak,1996-97
920,A.C. Green,1997-98
243,Aaron McKie,1997-98
1425,Aaron Williams,1997-98
228,Adam Keefe,1997-98
1502,Adonal Foyle,1997-98
154,Adrian Caldwell,1997-98
673,Alan Henderson,1997-98
275,Allan Houston,1997-98
947,Allen Iverson,1997-98
297,Alonzo Mourning,1997-98
175,Alton Lister,1997-98
1541,Alvin Williams,1997-98
692,Andrew DeClercq,1997-98
457,Andrew Lang,1997-98
358,Anfernee Hardaway,1997-98
194,Anthony Bowie,1997-98
924,Anthony Goldwire,1997-98
1533,Anthony Johnson,1997-98
193,Anthony Mason,1997-98
292,Anthony Miller,1997-98
1515,Anthony Parker,1997-98
324,Anthony Peeler,1997-98
156,Antoine Carr,1997-98
952,Antoine Walker,1997-98
1498,Antonio Daniels,1997-98
213,Antonio Davis,1997-98
226,Antonio Lang,1997-98
686,Antonio McDyess,1997-98
288,Armen Gilliam,1997-98
717,Arvydas Sabonis,1997-98
1506,Austin Croshere,1997-98
422,Avery Johnson,1997-98
769,B.J. Armstrong,1997-98
989,Ben Davis,1997-98
1112,Ben Wallace,1997-98
104,Benoit Benjamin,1997-98
223,Bill Curley,1997-98
82,Bill Wennington,1997-98
182,Billy Owens,1997-98
902,Bimbo Coles,1997-98
183,Bison Dele,1997-98
898,Blue Edwards,1997-98
448,Bo Outlaw,1997-98
737,Bob McCann,1997-98
682,Bob Sura,1997-98
310,Bobby Hurley,1997-98
1517,Bobby Jackson,1997-98
184,Bobby Phills,1997-98
38,Brad Lohaus,1997-98
1585,Brandon Williams,1997-98
699,Brent Barry,1997-98
85,Brent Price,1997-98
1510,Brevin Knight,1997-98
967,Brian Evans,1997-98
258,Brian Grant,1997-98
1680,Brian Oliver,1997-98
216,Brian Shaw,1997-98
240,Brooks Thompson,1997-98
1477,Bruce Bowen,1997-98
735,Bryant Reeves,1997-98
179,Bryant Stith,1997-98
935,Bryon Russell,1997-98
1528,Bubba Wells,1997-98
433,Buck Williams,1997-98
384,Calbert Cheaney,1997-98
61,Carl Herrera,1997-98
1063,Carl Thomas,1997-98
435,Carlos Rogers,1997-98
76,Cedric Ceballos,1997-98
1538,Cedric Henderson,1997-98
787,Charles Barkley,1997-98
279,Charles Jones,1997-98
1525,Charles O'Bannon,1997-98
891,Charles Oakley,1997-98
1520,Charles Smith,1997-98
369,Charlie Ward,1997-98
1497,Chauncey Billups,1997-98
685,Cherokee Parks,1997-98
1512,Chris Anstey,1997-98
713,Chris Carr,1997-98
164,Chris Childs,1997-98
1544,Chris Crawford,1997-98
201,Chris Dudley,1997-98
1612,Chris Garner,1997-98
423,Chris Gatling,1997-98
168,Chris Mills,1997-98
356,Chris Morris,1997-98
904,Chris Mullin,1997-98
997,Chris Robinson,1997-98
185,Chris Webber,1997-98
43,Chris Whitney,1997-98
363,Christian Laettner,1997-98
456,Chuck Person,1997-98
359,Chucky Brown,1997-98
221,Clar. Weatherspoon,1997-98
361,Clifford Robinson,1997-98
32,Clifford Rozier,1997-98
17,Clyde Drexler,1997-98
1133,Corey Beck,1997-98
916,Corie Blount,1997-98
722,Corliss Williamson,1997-98
724,Cory Alexander,1997-98
905,Dale Davis,1997-98
107,Dale Ellis,1997-98
757,Damon Stoudamire,1997-98
105,Dan Majerle,1997-98
7,Dan Schayes,1997-98
344,Dana Barros,1997-98
198,Danny Ferry,1997-98
1504,Danny Fortson,1997-98
330,Danny Manning,1997-98
353,Darrell Armstrong,1997-98
239,Darrick Martin,1997-98
1032,Darvin Ham,1997-98
128,David Benoit,1997-98
764,David Robinson,1997-98
710,David Vaughn,1997-98
133,David Wesley,1997-98
766,David Wingate,1997-98
1545,DeJuan Wheat,1997-98
1051,Dean Garrett,1997-98
244,Dee Brown,1997-98
209,Dell Curry,1997-98
23,Dennis Rodman,1997-98
192,Dennis Scott,1997-98
1507,Derek Anderson,1997-98
965,Derek Fisher,1997-98
1575,Derek Grimm,1997-98
157,Derek Harper,1997-98
400,Derek Strong,1997-98
934,Derrick Coleman,1997-98
365,Derrick McKey,1997-98
96,Detlef Schrempf,1997-98
54,Dickey Simpkins,1997-98
87,Dikembe Mutombo,1997-98
931,Don MacLean,1997-98
690,Don Reid,1997-98
140,Donald Royal,1997-98
1126,Donald Whiteside,1997-98
963,Dontae' Jones,1997-98
112,Dontonio Wingfield,1997-98
923,Donyell Marshall,1997-98
57,Doug Christie,1997-98
77,Doug Overton,1997-98
28,Doug West,1997-98
1003,Drew Barry,1997-98
190,Duane Causwell,1997-98
273,Duane Ferrell,1997-98
1516,Ed Gray,1997-98
1055,Ed Stokes,1997-98
698,Eddie Johnson,1997-98
224,Eddie Jones,1997-98
922,Elden Campbell,1997-98
695,Eldridge Recasner,1997-98
386,Elliot Perry,1997-98
1023,Emanual Davis,1997-98
376,Eric Montross,1997-98
785,Eric Murdock,1997-98
15,Eric Piatkowski,1997-98
35,Eric Riley,1997-98
727,Eric Snow,1997-98
1540,Eric Washington,1997-98
677,Eric Williams,1997-98
956,Erick Dampier,1997-98
1065,Erick Strickland,1997-98
911,Ervin Johnson,1997-98
1564,Etdrick Bohannon,1997-98
280,Felton Spencer,1997-98
697,Fred Hoiberg,1997-98
202,Gary Grant,1997-98
56,Gary Payton,1997-98
718,Gary Trent,1997-98
248,George Lynch,1997-98
45,George McCloud,1997-98
678,George Zidek,1997-98
1666,Gerald Madkins,1997-98
786,Gerald Wilkins,1997-98
779,Glen Rice,1997-98
299,Glenn Robinson,1997-98
1539,God Shammgod,1997-98
255,Grant Hill,1997-98
3,Grant Long,1997-98
246,Greg Anderson,1997-98
21,Greg Anthony,1997-98
323,Greg Foster,1997-98
37,Greg Graham,1997-98
65,Greg Minor,1997-98
731,Greg Ostertag,1997-98
165,Hakeem Olajuwon,1997-98
1677,Harold Ellis,1997-98
265,Harvey Grant,1997-98
1080,Henry James,1997-98
1006,Herb Williams,1997-98
765,Hersey Hawkins,1997-98
270,Horace Grant,1997-98
1024,Horacio Llamas,1997-98
73,Hot Rod Williams,1997-98
458,Howard Eisley,1997-98
93,Hubert Davis,1997-98
1134,Ike Austin,1997-98
375,Isaiah Rider,1997-98
1096,Ivano Newbill,1997-98
462,J.R. Reid,1997-98
917,Jack Haley,1997-98
1521,Jacque Vaughn,1997-98
147,Jalen Rose,1997-98
469,Jamal Mashburn,1997-98
1530,James Collins,1997-98
1526,James Cotton,1997-98
381,James Robinson,1997-98
994,Jamie Feick,1997-98
1114,Jaren Jackson,1997-98
679,Jason Caffey,1997-98
467,Jason Kidd,1997-98
1535,Jason Lawson,1997-98
420,Jayson Williams,1997-98
81,Jeff Grayer,1997-98
204,Jeff Hornacek,1997-98
999,Jeff Nordgaard,1997-98
1532,Jerald Honeycutt,1997-98
979,Jermaine O'Neal,1997-98
760,Jerome Kersey,1997-98
966,Jerome Williams,1997-98
711,Jerry Stackhouse,1997-98
754,Jim Jackson,1997-98
29,Jim McIlvaine,1997-98
1429,Jimmy Oliver,1997-98
247,Joe Dumars,1997-98
170,Joe Kleine,1997-98
693,Joe Smith,1997-98
1086,Joe Stephens,1997-98
341,Joe Wolf,1997-98
180,John Crotty,1997-98
317,John Starks,1997-98
304,John Stockton,1997-98
1519,John Thomas,1997-98
961,John Wallace,1997-98
271,Johnny Newman,1997-98
1511,Johnny Taylor,1997-98
468,Jon Barry,1997-98
146,Jud Buechler,1997-98
436,Juwan Howard,1997-98
252,Karl Malone,1997-98
1529,Kebu Stewart,1997-98
173,Keith Askins,1997-98
1522,Keith Booth,1997-98
1569,Keith Closs,1997-98
1496,Keith Van Horn,1997-98
1509,Kelvin Cato,1997-98
383,Kendall Gill,1997-98
72,Kenny Anderson,1997-98
954,Kerry Kittles,1997-98
236,Kevin Edwards,1997-98
708,Kevin Garnett,1997-98
134,Kevin Johnson,1997-98
1563,Kevin Ollie,1997-98
1089,Kevin Salvadori,1997-98
788,Kevin Willis,1997-98
234,Khalid Reeves,1997-98
1619,Kiwane Garris,1997-98
977,Kobe Bryant,1997-98
703,Kurt Thomas,1997-98
111,LaPhonso Ellis,1997-98
441,Lamond Murray,1997-98
913,Larry Johnson,1997-98
1683,Larry Robinson,1997-98
84,Latrell Sprewell,1997-98
1444,Lawrence Funderburke,1997-98
734,Lawrence Moten,1997-98
289,Ledell Eackles,1997-98
195,Lee Mayberry,1997-98
283,Lindsey Hunter,1997-98
1036,Litterial Green,1997-98
1380,Lloyd Daniels,1997-98
953,Lorenzen Wright,1997-98
31,Lorenzo Williams,1997-98
919,Loy Vaught,1997-98
26,Luc Longley,1997-98
446,Lucious Harris,1997-98
51,Mahmoud Abdul-Rauf,1997-98
990,Malik Rose,1997-98
907,Malik Sealy,1997-98
948,Marcus Camby,1997-98
712,Mario Bennett,1997-98
53,Mario Elie,1997-98
95,Mark Bryant,1997-98
707,Mark Davis,1997-98
971,Mark Hendrickson,1997-98
349,Mark Jackson,1997-98
998,Mark Pope,1997-98
899,Mark Price,1997-98
1110,Mark Strickland,1997-98
770,Mark West,1997-98
1527,Marko Milic,1997-98
982,Martin Muursepp,1997-98
55,Marty Conlon,1997-98
672,Matt Bullard,1997-98
761,Matt Geiger,1997-98
1074,Matt Maloney,1997-98
1508,Maurice Taylor,1997-98
262,Michael Cage,1997-98
688,Michael Curry,1997-98
714,Michael Finley,1997-98
893,Michael Jordan,1997-98
1075,Michael McDonald,1997-98
63,Michael Smith,1997-98
1565,Michael Stewart,1997-98
52,Micheal Williams,1997-98
782,Mitch Richmond,1997-98
348,Mitchell Butler,1997-98
42,Monty Williams,1997-98
302,Mookie Blaylock,1997-98
177,Muggsy Bogues,1997-98
203,Nate McMillan,1997-98
98,Nick Anderson,1997-98
89,Nick Van Exel,1997-98
178,Olden Polynice,1997-98
932,Oliver Miller,1997-98
970,Othella Harrington,1997-98
901,Otis Thorpe,1997-98
136,P.J. Brown,1997-98
121,Patrick Ewing,1997-98
442,Pervis Ellison,1997-98
432,Pete Chilcutt,1997-98
939,Pete Myers,1997-98
71,Pooh Richardson,1997-98
461,Popeye Jones,1997-98
968,Priest Lauderdale,1997-98
753,Randy Brown,1997-98
988,Randy Livingston,1997-98
739,Rasheed Wallace,1997-98
951,Ray Allen,1997-98
1002,Reggie Geary,1997-98
1682,Reggie Hanson,1997-98
674,Reggie Jordan,1997-98
397,Reggie Miller,1997-98
1073,Reggie Slater,1997-98
364,Rex Chapman,1997-98
777,Rex Walters,1997-98
1594,Rick Brunson,1997-98
296,Rick Fox,1997-98
328,Rick Mahorn,1997-98
894,Ricky Pierce,1997-98
22,Rik Smits,1997-98
109,Robert Horry,1997-98
123,Robert Pack,1997-98
393,Rod Strickland,1997-98
915,Rodney Rogers,1997-98
1518,Rodrick Rhodes,1997-98
166,Ron Harper,1997-98
1500,Ron Mercer,1997-98
938,Rony Seikaly,1997-98
964,Roy Rogers,1997-98
1601,Rusty LaRue,1997-98
208,Sam Cassell,1997-98
694,Sam Mack,1997-98
417,Sam Mitchell,1997-98
64,Sam Perkins,1997-98
955,Samaki Walker,1997-98
1513,Scot Pollard,1997-98
418,Scott Brooks,1997-98
197,Scott Burrell,1997-98
281,Scott Williams,1997-98
937,Scottie Pippen,1997-98
251,Sean Elliott,1997-98
925,Sean Higgins,1997-98
399,Sean Rooks,1997-98
1000,Shandon Anderson,1997-98
406,Shaquille O'Neal,1997-98
949,Shareef Abdur-Rahim,1997-98
412,Sharone Wright,1997-98
762,Shawn Bradley,1997-98
431,Shawn Kemp,1997-98
704,Shawn Respert,1997-98
1035,Shawnelle Scott,1997-98
1578,Shea Seals,1997-98
428,Sherman Douglas,1997-98
892,Spud Webb,1997-98
278,Stacey Augmon,1997-98
914,Stanley Roberts,1997-98
1128,Stephen Howard,1997-98
950,Stephon Marbury,1997-98
1667,Steve Henson,1997-98
70,Steve Kerr,1997-98
959,Steve Nash,1997-98
120,Steven Smith,1997-98
1037,Stojko Vrankovic,1997-98
1505,Tariq Abdul-Wahad,1997-98
210,Terrell Brandon,1997-98
187,Terry Cummings,1997-98
426,Terry Davis,1997-98
143,Terry Dehere,1997-98
371,Terry Mills,1997-98
345,Terry Porter,1997-98
689,Theo Ratliff,1997-98
160,Tim Breaux,1997-98
1495,Tim Duncan,1997-98
896,Tim Hardaway,1997-98
1118,Tim Kempton,1997-98
100,Tim Legler,1997-98
1501,Tim Thomas,1997-98
103,Todd Day,1997-98
957,Todd Fuller,1997-98
1472,Tom Chambers,1997-98
339,Tom Gugliotta,1997-98
67,Tom Hammonds,1997-98
389,Toni Kukoc,1997-98
1499,Tony Battie,1997-98
960,Tony Delk,1997-98
434,Tony Dumas,1997-98
1108,Tony Farmer,1997-98
763,Tony Massenburg,1997-98
380,Tony Smith,1997-98
1503,Tracy McGrady,1997-98
145,Tracy Murray,1997-98
696,Travis Best,1997-98
969,Travis Knight,1997-98
1576,Travis Williams,1997-98
1607,Troy Hudson,1997-98
895,Tyrone Corbin,1997-98
238,Tyrone Hill,1997-98
721,Tyus Edney,1997-98
137,Vernon Maxwell,1997-98
452,Vin Baker,1997-98
355,Vincent Askew,1997-98
219,Vinny Del Negro,1997-98
958,Vitaly Potapenko,1997-98
124,Vlade Divac,1997-98
702,Voshon Lenard,1997-98
1005,Walt Williams,1997-98
962,Walter McCarty,1997-98
445,Wesley Person,1997-98
781,Will Perdue,1997-98
1061,William Cunningham,1997-98
416,Willie Burton,1997-98
1365,Xavier McDaniel,1997-98
212,Yinka Dare,1997-98
440,Zan Tabak,1997-98
980,Zydrunas Ilgauskas,1997-98
920,A.C. Green,1998-99
243,Aaron McKie,1998-99
1425,Aaron Williams,1998-99
228,Adam Keefe,1998-99
1502,Adonal Foyle,1998-99
1817,Adonis Jordan,1998-99
1733,Al Harrington,1998-99
673,Alan Henderson,1998-99
275,Allan Houston,1998-99
947,Allen Iverson,1998-99
297,Alonzo Mourning,1998-99
1591,Alvin Sims,1998-99
1541,Alvin Williams,1998-99
1754,Andrae Patterson,1998-99
692,Andrew DeClercq,1998-99
1845,Andrew Gaze,1998-99
457,Andrew Lang,1998-99
358,Anfernee Hardaway,1998-99
1712,Antawn Jamison,1998-99
138,Anthony Avent,1998-99
1533,Anthony Johnson,1998-99
292,Anthony Miller,1998-99
1515,Anthony Parker,1998-99
324,Anthony Peeler,1998-99
156,Antoine Carr,1998-99
952,Antoine Walker,1998-99
