player_id,season_id,gp,age,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,ast,tov,stl,blk,pts
457,1996-97,52.0,31.0,23.6,2.2,4.8,0.46399999999999997,0.0,0.0,0.0,0.8,1.2,0.721,1.8,3.5,0.5,0.8,0.5,0.9,5.3
358,1996-97,59.0,25.0,38.8,7.1,15.9,0.447,1.4,4.5,0.318,4.8,5.8,0.82,1.4,3.1,5.6,2.5,1.6,0.6,20.5
924,1996-97,60.0,25.0,20.6,2.2,5.5,0.397,1.1,2.6,0.418,1.0,1.3,0.782,0.2,1.2,3.7,1.3,0.6,0.0,6.5
193,1996-97,73.0,30.0,44.4,5.9,11.3,0.525,0.0,0.0,0.33299999999999996,4.4,5.9,0.745,2.5,8.8,5.7,2.3,1.0,0.5,16.2
292,1996-97,1.0,25.0,14.6,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
324,1996-97,72.0,27.0,32.7,5.6,14.0,0.39799999999999996,1.8,4.8,0.373,1.5,1.8,0.82,0.8,2.7,3.6,2.2,1.5,0.2,14.5
156,1996-97,82.0,35.0,18.6,3.1,6.4,0.483,0.0,0.0,0.0,1.2,1.5,0.78,0.7,1.6,0.9,0.9,0.3,0.8,7.4
952,1996-97,82.0,20.0,37.4,7.0,16.5,0.426,0.6,1.9,0.327,2.8,4.5,0.631,3.5,5.5,3.2,2.8,1.3,0.6,17.5
213,1996-97,82.0,28.0,29.6,3.8,7.8,0.48100000000000004,0.0,0.2,0.071,2.9,4.4,0.6659999999999999,2.3,5.0,0.8,1.7,0.5,1.0,10.5
176,1996-97,6.0,26.0,4.8,0.8,1.8,0.455,0.0,0.0,0.0,0.8,1.0,0.833,0.3,1.3,0.2,0.2,0.0,0.7,2.5
226,1996-97,64.0,25.0,13.8,1.1,2.5,0.42,0.0,0.1,0.0,0.5,0.8,0.7290000000000001,0.8,1.2,0.5,0.8,0.5,0.5,2.7
686,1996-97,74.0,22.0,35.7,7.2,15.6,0.46299999999999997,0.1,0.5,0.171,3.7,5.2,0.708,2.1,5.2,1.4,2.7,0.9,1.7,18.3
288,1996-97,80.0,33.0,26.5,3.1,6.5,0.47100000000000003,0.0,0.0,0.0,2.5,3.2,0.768,1.7,4.5,0.7,1.3,0.8,0.5,8.6
717,1996-97,69.0,32.0,26.3,4.8,9.5,0.498,0.7,1.9,0.371,3.2,4.2,0.777,1.7,6.3,2.1,2.2,0.9,1.2,13.4
732,1996-97,31.0,25.0,4.9,0.4,1.3,0.3,0.0,0.0,1.0,0.5,0.9,0.536,0.6,1.1,0.1,0.3,0.2,0.1,1.3
422,1996-97,76.0,32.0,33.5,4.3,9.0,0.47700000000000004,0.1,0.3,0.231,1.8,2.7,0.69,0.4,1.5,6.8,1.9,1.3,0.2,10.5
769,1996-97,49.0,29.0,21.5,3.0,6.7,0.45299999999999996,0.5,1.8,0.278,1.4,1.6,0.861,0.1,1.3,2.6,1.1,0.5,0.0,7.9
989,1996-97,20.0,24.0,5.2,0.5,1.3,0.385,0.0,0.0,0.0,0.5,1.0,0.45,0.6,0.8,0.0,0.2,0.2,0.1,1.5
1112,1996-97,34.0,22.0,6.0,0.5,1.4,0.348,0.0,0.0,0.0,0.2,0.6,0.3,0.7,1.0,0.1,0.5,0.2,0.3,1.1
104,1996-97,4.0,32.0,11.0,1.3,3.0,0.41700000000000004,0.0,0.0,0.0,0.8,1.0,0.75,0.8,1.5,0.3,0.5,0.3,0.0,3.3
82,1996-97,61.0,34.0,13.2,1.9,3.9,0.498,0.0,0.0,0.0,0.7,0.9,0.83,0.8,1.4,0.7,0.5,0.2,0.2,4.6
182,1996-97,66.0,28.0,31.1,4.5,9.7,0.467,0.4,1.1,0.34700000000000003,1.5,2.2,0.6970000000000001,2.0,3.9,2.8,2.0,0.9,0.4,11.0
902,1996-97,51.0,29.0,23.9,2.4,6.2,0.389,0.6,2.0,0.294,0.7,1.0,0.755,0.8,1.5,2.9,1.2,0.7,0.1,6.1
183,1996-97,9.0,28.0,16.1,2.9,7.0,0.413,0.0,0.0,0.0,1.2,1.7,0.733,1.6,2.1,1.3,1.2,0.3,0.6,7.0
898,1996-97,61.0,31.0,24.2,3.0,7.5,0.397,0.4,1.5,0.281,1.5,1.8,0.8170000000000001,0.8,2.3,1.9,1.3,0.6,0.3,7.8
448,1996-97,82.0,26.0,27.7,3.1,5.1,0.609,0.0,0.1,0.0,1.4,2.8,0.504,2.1,3.4,1.9,1.3,1.1,1.7,7.6
682,1996-97,82.0,24.0,28.8,3.1,7.2,0.431,0.6,2.0,0.32299999999999995,2.4,3.9,0.614,0.9,2.8,4.8,2.2,1.1,0.4,9.2
310,1996-97,49.0,26.0,13.3,0.9,2.6,0.368,0.3,0.9,0.311,0.8,1.1,0.698,0.2,0.6,3.0,1.1,0.6,0.1,2.9
184,1996-97,69.0,27.0,35.5,4.8,11.1,0.428,1.2,3.1,0.39399999999999996,1.8,2.5,0.718,0.9,2.6,3.4,2.0,1.6,0.3,12.6
38,1996-97,6.0,32.0,7.5,0.7,2.5,0.267,0.3,1.2,0.28600000000000003,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.2,0.0,1.7
699,1996-97,59.0,25.0,19.2,2.6,6.4,0.409,0.9,2.9,0.324,1.3,1.6,0.8170000000000001,0.5,1.4,2.6,1.3,0.9,0.3,7.5
85,1996-97,25.0,28.0,16.3,1.8,4.2,0.419,0.7,2.1,0.321,0.8,0.8,1.0,0.4,0.8,2.6,1.3,0.7,0.0,5.0
1064,1996-97,16.0,26.0,3.6,0.5,1.1,0.47100000000000003,0.0,0.0,0.0,0.2,0.4,0.5,0.2,0.4,0.2,0.3,0.1,0.1,1.2
1136,1996-97,70.0,29.0,9.8,0.8,1.7,0.446,0.0,0.0,0.0,0.6,0.9,0.738,0.8,1.6,0.2,0.6,0.2,0.5,2.2
967,1996-97,14.0,23.0,4.3,0.6,1.6,0.364,0.3,0.6,0.5,0.0,0.0,0.0,0.1,0.5,0.5,0.1,0.1,0.1,1.4
258,1996-97,24.0,25.0,26.2,3.8,8.6,0.44,0.0,0.0,0.0,2.9,3.8,0.778,2.0,3.9,1.2,1.8,0.8,1.0,10.5
216,1996-97,77.0,31.0,25.0,2.5,6.7,0.366,0.8,2.5,0.325,1.4,1.8,0.7929999999999999,0.6,1.9,4.1,2.2,0.9,0.3,7.2
240,1996-97,67.0,26.0,16.3,2.4,6.1,0.39899999999999997,1.4,3.6,0.39799999999999996,0.4,0.6,0.632,0.3,1.2,2.7,1.3,0.8,0.0,6.6
1477,1996-97,1.0,26.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
735,1996-97,75.0,24.0,37.9,6.6,13.7,0.486,0.0,0.1,0.091,2.9,4.1,0.7040000000000001,2.3,5.8,2.1,2.3,0.4,0.9,16.2
179,1996-97,52.0,26.0,35.6,4.8,11.6,0.41600000000000004,1.3,3.5,0.385,3.9,4.5,0.863,1.4,2.8,2.6,1.9,1.2,0.4,14.9
935,1996-97,81.0,26.0,32.5,3.7,7.7,0.479,1.3,3.3,0.409,2.1,3.0,0.701,1.0,3.1,1.5,1.2,1.6,0.3,10.8
433,1996-97,74.0,37.0,21.2,2.4,4.4,0.537,0.0,0.0,0.0,1.6,2.4,0.642,2.2,3.1,0.7,1.1,0.5,0.5,6.3
2,1996-97,79.0,36.0,18.9,2.1,4.8,0.43,0.9,2.4,0.38799999999999996,1.6,1.9,0.841,0.3,1.2,1.3,0.7,0.6,0.2,6.7
384,1996-97,79.0,25.0,31.4,4.7,9.2,0.505,0.1,0.4,0.133,1.2,1.7,0.693,0.9,2.5,1.4,1.2,1.0,0.2,10.6
61,1996-97,75.0,30.0,25.1,3.4,7.9,0.433,0.0,0.1,0.33299999999999996,1.1,1.6,0.6859999999999999,1.6,3.0,0.7,1.3,0.8,0.7,8.0
1063,1996-97,19.0,27.0,4.2,0.5,1.3,0.375,0.1,0.6,0.16699999999999998,0.1,0.1,1.0,0.2,0.5,0.4,0.3,0.1,0.1,1.1
435,1996-97,56.0,26.0,25.7,3.8,7.2,0.525,0.4,1.2,0.379,1.8,3.0,0.6,2.1,3.3,0.7,0.9,0.8,1.2,9.8
76,1996-97,50.0,27.0,29.3,5.6,12.3,0.457,0.5,2.0,0.255,2.8,3.7,0.747,2.0,4.6,1.3,1.7,0.7,0.5,14.6
787,1996-97,53.0,34.0,39.0,6.3,13.1,0.484,1.1,3.9,0.28300000000000003,5.4,7.8,0.6940000000000001,4.0,9.5,4.7,2.8,1.3,0.5,19.2
279,1996-97,12.0,40.0,8.1,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.7,0.3,0.0,0.2,0.3,0.3
891,1996-97,80.0,33.0,37.1,4.2,8.7,0.488,0.1,0.2,0.263,2.3,2.8,0.8079999999999999,3.1,6.7,2.8,2.1,1.4,0.3,10.8
293,1996-97,19.0,31.0,18.0,1.8,4.4,0.405,0.0,0.1,0.0,1.1,1.4,0.769,0.9,2.5,0.7,1.2,0.7,1.2,4.6
369,1996-97,79.0,26.0,23.3,1.7,4.3,0.395,0.6,1.9,0.312,1.2,1.6,0.76,0.6,2.2,4.1,1.9,1.1,0.2,5.2
685,1996-97,76.0,24.0,13.2,1.4,2.7,0.51,0.0,0.0,0.0,0.6,1.0,0.605,1.1,1.5,0.4,0.4,0.5,0.6,3.3
713,1996-97,55.0,23.0,15.6,2.3,4.9,0.46299999999999997,0.6,1.6,0.35600000000000004,1.0,1.3,0.767,0.6,1.5,0.9,0.7,0.4,0.2,6.1
164,1996-97,65.0,29.0,33.0,3.2,7.8,0.414,1.1,2.8,0.387,1.7,2.3,0.758,0.3,2.6,6.1,2.8,1.2,0.2,9.3
201,1996-97,81.0,32.0,23.5,1.6,3.6,0.43,0.0,0.0,0.0,0.8,1.7,0.474,2.5,4.8,0.5,1.0,0.5,1.2,3.9
423,1996-97,47.0,29.0,28.2,7.0,13.3,0.525,0.0,0.1,0.16699999999999998,5.0,7.0,0.7170000000000001,2.9,5.0,0.6,2.6,0.8,0.7,19.0
1137,1996-97,3.0,27.0,3.3,0.7,2.0,0.33299999999999996,0.7,1.0,0.667,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,2.0
168,1996-97,80.0,27.0,41.0,5.1,11.2,0.45299999999999996,1.1,2.8,0.391,2.2,2.6,0.8420000000000001,1.5,4.7,2.5,1.5,1.1,0.5,13.4
356,1996-97,73.0,31.0,13.9,1.7,4.1,0.408,0.4,1.5,0.27399999999999997,0.5,0.7,0.722,0.5,1.7,0.6,0.6,0.4,0.3,4.3
904,1996-97,79.0,33.0,35.7,5.5,10.0,0.5529999999999999,1.1,2.6,0.41100000000000003,2.3,2.7,0.8640000000000001,0.9,3.1,4.1,2.4,1.6,0.4,14.5
997,1996-97,41.0,23.0,17.3,1.7,4.4,0.379,0.8,2.2,0.382,0.4,0.6,0.615,0.6,1.2,1.6,0.8,0.7,0.2,4.6
185,1996-97,72.0,24.0,40.2,8.4,16.2,0.518,0.8,2.1,0.397,2.5,4.3,0.565,3.3,7.0,4.6,3.2,1.7,1.9,20.1
43,1996-97,82.0,25.0,14.1,1.7,4.0,0.42100000000000004,0.7,2.0,0.35600000000000004,1.1,1.4,0.8320000000000001,0.2,1.1,2.2,0.8,0.6,0.0,5.2
363,1996-97,82.0,27.0,39.3,6.7,13.8,0.486,0.4,1.1,0.35200000000000004,4.4,5.4,0.816,2.6,6.2,2.7,2.7,1.2,0.8,18.1
359,1996-97,70.0,29.0,11.2,1.1,2.2,0.506,0.0,0.1,0.16699999999999998,0.7,1.0,0.6709999999999999,0.6,1.5,0.4,0.3,0.1,0.3,2.9
221,1996-97,82.0,26.0,36.8,4.9,9.9,0.491,0.0,0.1,0.16699999999999998,2.5,3.4,0.738,2.7,5.6,1.7,1.7,0.9,1.0,12.2
361,1996-97,81.0,30.0,39.4,5.5,12.9,0.426,1.5,4.3,0.34600000000000003,2.7,3.8,0.696,1.1,2.9,3.2,2.1,1.2,0.8,15.1
32,1996-97,42.0,24.0,17.9,1.9,4.1,0.45399999999999996,0.0,0.0,0.0,0.7,1.5,0.508,2.4,3.1,0.7,0.7,0.6,1.0,4.5
17,1996-97,62.0,35.0,37.7,6.4,14.5,0.442,1.9,5.4,0.355,3.2,4.3,0.75,1.9,4.1,5.7,2.5,2.0,0.6,18.0
916,1996-97,58.0,28.0,17.9,1.6,3.1,0.514,0.0,0.1,0.33299999999999996,1.0,1.4,0.675,1.9,2.8,0.6,0.9,0.4,0.4,4.2
722,1996-97,79.0,23.0,25.9,4.7,9.4,0.498,0.0,0.0,0.0,2.2,3.2,0.6890000000000001,1.8,2.4,1.6,2.0,0.8,0.6,11.6
724,1996-97,80.0,24.0,18.8,2.4,6.1,0.396,1.2,3.2,0.373,1.2,1.6,0.736,0.4,1.2,3.2,1.8,1.0,0.2,7.2
378,1996-97,62.0,35.0,14.3,1.4,4.0,0.35100000000000003,0.4,1.5,0.284,0.2,0.4,0.5,0.6,1.1,1.1,0.7,0.6,0.1,3.5
733,1996-97,3.0,25.0,4.6,0.0,2.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0
905,1996-97,80.0,28.0,33.4,4.6,8.6,0.5379999999999999,0.0,0.0,0.0,1.2,2.7,0.428,3.8,5.9,0.7,1.4,0.8,1.0,10.4
107,1996-97,82.0,36.0,37.1,5.8,14.0,0.414,2.3,6.4,0.364,2.6,3.2,0.8170000000000001,1.2,2.4,2.0,1.8,0.7,0.1,16.6
757,1996-97,81.0,23.0,42.1,7.0,17.4,0.401,2.2,6.1,0.355,4.1,5.0,0.823,1.1,3.0,8.8,3.6,1.5,0.2,20.2
105,1996-97,36.0,31.0,36.4,3.9,9.6,0.406,1.9,5.6,0.33799999999999997,1.1,1.6,0.6779999999999999,1.3,3.3,3.2,1.4,1.5,0.4,10.8
7,1996-97,45.0,38.0,12.5,1.0,2.7,0.392,0.0,0.0,0.0,0.9,1.2,0.75,0.9,1.9,0.3,0.6,0.3,0.4,3.0
344,1996-97,24.0,30.0,30.2,4.6,10.5,0.435,1.8,4.4,0.41,1.5,1.8,0.86,0.2,1.8,3.4,1.6,1.1,0.3,12.5
198,1996-97,82.0,30.0,33.2,4.2,9.7,0.429,1.4,3.5,0.401,0.9,1.1,0.851,1.0,3.1,1.8,1.1,0.7,0.4,10.6
330,1996-97,77.0,31.0,28.7,5.5,10.3,0.536,0.1,0.5,0.19399999999999998,2.4,3.3,0.721,1.8,4.3,2.2,2.1,1.1,1.0,13.5
353,1996-97,67.0,29.0,15.6,2.0,5.1,0.38299999999999995,0.8,2.7,0.304,1.4,1.6,0.868,0.5,0.6,2.6,1.5,0.9,0.1,6.1
239,1996-97,82.0,26.0,22.9,3.6,8.8,0.40700000000000003,1.1,2.9,0.389,2.7,3.0,0.872,0.3,1.1,4.1,1.5,0.7,0.0,10.9
241,1996-97,24.0,25.0,5.9,0.7,1.5,0.457,0.0,0.0,0.0,0.4,0.6,0.7140000000000001,0.2,0.6,0.5,0.5,0.4,0.0,1.8
1032,1996-97,36.0,23.0,9.1,0.9,1.7,0.532,0.0,0.0,0.0,0.5,1.0,0.486,0.8,0.8,0.4,0.6,0.3,0.2,2.3
764,1996-97,6.0,31.0,25.0,6.0,12.0,0.5,0.0,0.0,0.0,5.7,8.7,0.654,3.2,5.3,1.3,1.3,1.0,1.0,17.7
710,1996-97,35.0,24.0,8.8,0.9,2.1,0.431,0.0,0.0,0.0,0.5,0.9,0.633,1.0,1.7,0.2,0.8,0.2,0.4,2.3
133,1996-97,74.0,26.0,41.7,6.2,13.2,0.46799999999999997,1.4,3.9,0.36,3.0,3.9,0.7809999999999999,0.9,2.7,7.3,2.9,2.2,0.2,16.8
766,1996-97,65.0,33.0,14.7,1.4,3.3,0.41600000000000004,0.4,1.1,0.35200000000000004,0.5,0.6,0.825,0.4,0.8,1.2,0.6,0.7,0.1,3.6
116,1996-97,46.0,32.0,5.3,0.4,0.8,0.526,0.1,0.3,0.33299999999999996,0.3,0.4,0.667,0.1,0.5,0.3,0.1,0.2,0.1,1.2
1051,1996-97,68.0,30.0,25.2,3.3,5.7,0.573,0.0,0.0,0.0,1.4,2.0,0.696,2.2,5.1,0.6,0.5,0.6,1.4,8.0
244,1996-97,21.0,28.0,25.5,2.9,7.9,0.36700000000000005,1.0,3.1,0.308,0.9,1.0,0.818,0.4,1.9,3.2,1.1,1.5,0.3,7.6
209,1996-97,68.0,33.0,31.6,5.6,12.3,0.46,1.9,4.4,0.426,1.7,2.1,0.8029999999999999,0.6,2.5,1.7,1.4,0.9,0.2,14.8
725,1996-97,2.0,27.0,4.6,0.0,1.5,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0
23,1996-97,55.0,36.0,36.4,2.3,5.2,0.44799999999999995,0.1,0.3,0.263,0.9,1.6,0.568,5.8,10.2,3.1,2.0,0.6,0.3,5.7
192,1996-97,66.0,28.0,33.8,4.5,11.3,0.39799999999999996,2.2,5.7,0.39399999999999996,1.2,1.5,0.792,0.6,2.5,2.1,1.2,1.1,0.3,12.5
965,1996-97,80.0,22.0,11.9,1.3,3.3,0.397,0.3,0.9,0.301,1.0,1.5,0.6579999999999999,0.3,0.9,1.5,0.9,0.5,0.1,3.9
157,1996-97,75.0,35.0,30.6,4.0,9.0,0.444,0.8,2.3,0.341,1.3,1.7,0.742,0.4,1.4,4.3,1.8,1.2,0.2,10.0
400,1996-97,82.0,29.0,25.3,3.2,7.1,0.447,0.0,0.2,0.0,2.1,2.7,0.8029999999999999,2.1,4.2,0.9,1.2,0.6,0.2,8.5
308,1996-97,2.0,24.0,5.3,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0
934,1996-97,57.0,30.0,37.9,6.4,14.7,0.435,0.6,2.1,0.26899999999999996,4.8,6.4,0.745,2.8,7.3,3.4,3.2,0.9,1.3,18.1
365,1996-97,50.0,30.0,29.9,3.0,7.6,0.391,0.3,1.2,0.259,1.8,2.5,0.7240000000000001,1.6,3.2,2.7,1.7,0.9,0.6,8.0
96,1996-97,61.0,34.0,37.1,5.8,11.9,0.49200000000000005,0.9,2.6,0.354,4.1,5.2,0.8009999999999999,1.4,5.0,4.4,2.5,1.0,0.3,16.8
1070,1996-97,6.0,25.0,8.7,1.3,4.3,0.308,0.0,0.0,0.0,0.3,0.8,0.4,1.0,1.3,0.3,0.8,0.7,0.0,3.0
1121,1996-97,8.0,27.0,5.6,0.8,2.4,0.316,0.1,0.8,0.16699999999999998,0.8,1.0,0.75,0.4,0.4,0.0,0.1,0.3,0.1,2.4
54,1996-97,48.0,25.0,8.5,0.6,1.9,0.33299999999999996,0.0,0.1,0.25,0.6,0.8,0.7,0.8,1.2,0.6,0.7,0.1,0.1,1.9
87,1996-97,80.0,31.0,38.2,4.8,9.0,0.526,0.0,0.0,0.0,3.8,5.4,0.705,3.4,8.3,1.4,2.3,0.6,3.3,13.3
129,1996-97,25.0,30.0,36.1,6.0,13.6,0.44,0.0,0.0,0.0,2.0,2.8,0.718,1.8,6.7,1.9,2.8,0.9,1.9,14.0
1122,1996-97,63.0,37.0,31.7,6.3,15.1,0.41700000000000004,1.1,3.8,0.293,4.5,5.6,0.8029999999999999,2.7,3.7,1.9,2.1,0.6,0.5,18.2
931,1996-97,37.0,27.0,20.5,4.4,9.9,0.447,0.3,1.0,0.316,1.7,2.6,0.66,1.1,2.7,1.0,1.3,0.3,0.3,10.9
690,1996-97,47.0,23.0,10.3,1.1,2.4,0.48200000000000004,0.0,0.0,0.0,0.5,0.7,0.75,0.8,1.4,0.3,0.5,0.3,0.3,2.8
140,1996-97,62.0,31.0,14.5,1.0,2.4,0.425,0.0,0.0,0.0,1.5,1.9,0.8029999999999999,0.8,1.6,0.4,0.8,0.4,0.2,3.5
1126,1996-97,27.0,28.0,10.3,0.7,2.0,0.327,0.4,1.3,0.33299999999999996,0.4,0.6,0.733,0.1,0.4,1.3,0.6,0.4,0.0,2.2
671,1996-97,22.0,23.0,7.3,1.0,2.9,0.33299999999999996,0.1,0.7,0.125,0.5,1.0,0.5,0.3,0.4,0.6,0.7,0.5,0.2,2.5
681,1996-97,56.0,24.0,10.4,0.9,2.9,0.325,0.6,1.6,0.379,0.7,1.0,0.7040000000000001,0.4,0.9,0.4,0.6,0.4,0.1,3.1
112,1996-97,47.0,23.0,12.6,1.7,4.1,0.409,0.6,1.6,0.33799999999999997,0.6,0.9,0.675,1.3,1.6,1.0,1.0,0.3,0.1,4.5
923,1996-97,61.0,24.0,17.4,2.9,6.9,0.413,0.6,1.8,0.315,1.0,1.6,0.622,1.5,3.0,0.9,0.9,0.4,0.8,7.3
57,1996-97,81.0,27.0,39.8,4.9,11.7,0.41700000000000004,1.8,4.7,0.384,2.9,3.8,0.775,1.0,4.3,3.9,2.5,2.5,0.6,14.5
77,1996-97,61.0,27.0,10.8,1.3,3.1,0.426,0.2,0.7,0.25,0.7,0.8,0.938,0.3,0.8,1.7,0.6,0.4,0.0,3.6
28,1996-97,68.0,30.0,29.3,3.3,7.1,0.467,0.2,0.7,0.33299999999999996,0.9,1.4,0.6809999999999999,0.5,1.6,1.7,1.0,0.9,0.4,7.8
190,1996-97,46.0,29.0,13.5,1.0,2.0,0.511,0.0,0.1,0.667,0.4,0.8,0.541,1.2,1.5,0.4,0.7,0.3,0.8,2.6
273,1996-97,62.0,32.0,18.6,2.6,5.4,0.47200000000000003,0.3,0.7,0.409,0.9,1.5,0.617,0.9,1.4,1.1,0.9,0.6,0.1,6.4
368,1996-97,15.0,28.0,8.0,0.9,2.4,0.361,0.1,0.1,0.5,0.5,0.5,0.875,0.6,0.9,0.3,0.5,0.1,0.6,2.3
940,1996-97,9.0,39.0,5.3,0.3,0.9,0.375,0.0,0.0,0.0,0.1,0.3,0.33299999999999996,0.4,0.6,0.4,0.1,0.0,0.0,0.8
709,1996-97,64.0,24.0,13.1,1.5,4.4,0.33299999999999996,0.3,1.1,0.257,0.5,0.5,0.8859999999999999,0.8,1.5,0.6,0.3,0.5,0.2,3.7
291,1996-97,27.0,34.0,10.4,0.9,1.6,0.535,0.0,0.0,0.0,0.7,0.9,0.8,0.9,1.5,0.2,0.7,0.3,0.3,2.4
698,1996-97,52.0,38.0,18.2,3.1,7.0,0.442,0.9,2.5,0.374,1.1,1.3,0.809,0.5,2.1,1.0,0.9,0.3,0.0,8.2
224,1996-97,80.0,25.0,38.6,5.9,13.5,0.43799999999999994,1.9,4.9,0.391,3.5,4.2,0.8190000000000001,1.1,3.0,3.4,2.1,2.4,0.6,17.2
922,1996-97,77.0,28.0,33.6,5.7,12.2,0.469,0.0,0.1,0.25,3.4,4.8,0.711,2.7,5.3,1.6,1.7,0.6,1.5,14.9
695,1996-97,71.0,29.0,17.5,2.1,4.9,0.423,0.8,2.0,0.414,0.7,0.8,0.879,0.5,1.1,1.3,0.9,0.5,0.1,5.7
386,1996-97,82.0,28.0,20.2,2.6,5.6,0.474,0.6,1.7,0.358,1.0,1.3,0.745,0.3,1.2,3.0,1.4,1.2,0.0,6.9
1120,1996-97,9.0,27.0,8.7,0.7,2.1,0.316,0.3,1.0,0.33299999999999996,0.8,1.1,0.7,0.0,0.4,1.2,1.1,0.4,0.0,2.4
771,1996-97,1.0,27.0,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1023,1996-97,13.0,28.0,18.1,1.8,4.2,0.444,0.9,2.1,0.444,0.4,0.6,0.625,0.2,1.5,2.0,1.3,0.7,0.2,5.0
941,1996-97,3.0,34.0,7.5,0.7,1.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,0.0,1.3
287,1996-97,20.0,31.0,6.8,0.7,1.7,0.424,0.0,0.0,0.0,0.3,0.6,0.5,0.3,1.6,0.3,0.5,0.2,0.1,1.7
211,1996-97,28.0,27.0,11.3,1.0,2.3,0.444,0.0,0.0,0.0,0.6,1.1,0.5329999999999999,1.1,1.0,0.5,1.0,0.2,0.4,2.6
376,1996-97,78.0,25.0,24.0,2.1,4.5,0.457,0.0,0.0,0.0,0.3,0.8,0.33899999999999997,2.3,4.3,0.8,1.0,0.3,0.9,4.4
785,1996-97,12.0,29.0,10.1,1.3,2.8,0.455,0.3,0.8,0.4,0.9,1.0,0.917,0.1,0.8,2.0,0.9,0.8,0.2,3.8
15,1996-97,65.0,26.0,12.0,2.1,4.6,0.45,0.8,1.8,0.425,1.1,1.3,0.821,0.8,0.9,0.8,0.7,0.5,0.2,6.0
